"comuna","cut_comuna","dist_c17","semana","sosp_minsal0326","sosp_minsal0530","obs_cnt"
"Ñuñoa","13120","1312301","23",1,3,26
"Providencia","13123","1312301","23",4,19,123
"Ñuñoa","13120","1312302","23",1,4,47
"Providencia","13123","1312302","23",1,19,136
"Providencia","13123","1312303","23",2,11,87
"Ñuñoa","13120","1312304","23",0,4,40
"Providencia","13123","1312304","23",9,57,389
"Ñuñoa","13120","1312305","23",1,4,29
"Providencia","13123","1312305","23",0,7,22
"Ñuñoa","13120","1312306","23",0,3,14
"Providencia","13123","1312306","23",1,5,50
"Providencia","13123","1312307","23",2,4,40
"Recoleta","13127","1312307","23",0,0,15
"Providencia","13123","1312308","23",0,2,22
"Pudahuel","13124","1312401","23",2,3,5
"Pudahuel","13124","1312402","23",1,2,16
"Pudahuel","13124","1312404","23",0,1,5
"Pudahuel","13124","1312406","23",0,4,31
"Pudahuel","13124","1312407","23",0,4,37
"Pudahuel","13124","1312409","23",1,0,7
"Pudahuel","13124","1312410","23",0,1,4
"Quilicura","13125","1312501","23",1,3,31
"Quilicura","13125","1312502","23",0,0,12
"Quilicura","13125","1312504","23",3,10,67
"Quinta Normal","13126","1312601","23",0,3,8
"Quinta Normal","13126","1312602","23",0,2,15
"Quinta Normal","13126","1312603","23",0,1,19
"Quinta Normal","13126","1312604","23",0,1,11
"Quinta Normal","13126","1312605","23",0,0,12
"Quinta Normal","13126","1312606","23",0,5,15
"Quinta Normal","13126","1312608","23",1,1,22
"Quinta Normal","13126","1312609","23",0,0,2
"Recoleta","13127","1312702","23",0,9,33
"Recoleta","13127","1312704","23",0,1,7
"Recoleta","13127","1312707","23",0,0,3
"Recoleta","13127","1312708","23",0,0,4
"Recoleta","13127","1312710","23",1,1,5
"Recoleta","13127","1312711","23",1,1,12
"Recoleta","13127","1312712","23",0,0,6
"Recoleta","13127","1312713","23",0,2,8
"Renca","13128","1312801","23",0,3,14
"Renca","13128","1312803","23",2,2,7
"Renca","13128","1312804","23",0,0,6
"Renca","13128","1312805","23",0,0,9
"Renca","13128","1312806","23",0,4,20
"Renca","13128","1312807","23",0,0,6
"San Joaquín","13129","1312901","23",0,0,12
"San Joaquín","13129","1312902","23",0,0,11
"San Joaquín","13129","1312903","23",0,3,29
"San Joaquín","13129","1312905","23",0,0,3
"San Joaquín","13129","1312906","23",0,0,12
"San Joaquín","13129","1312907","23",1,1,11
"Santiago","13101","1313001","23",0,1,2
"San Miguel","13130","1313001","23",0,1,10
"San Miguel","13130","1313002","23",1,3,22
"San Miguel","13130","1313003","23",0,1,25
"San Miguel","13130","1313004","23",0,7,42
"San Miguel","13130","1313005","23",0,4,32
"San Miguel","13130","1313006","23",2,6,37
"San Miguel","13130","1313007","23",0,2,17
"San Ramón","13131","1313103","23",0,1,7
"San Ramón","13131","1313107","23",0,0,2
"Vitacura","13132","1313201","23",2,9,63
"Vitacura","13132","1313202","23",0,18,113
"Vitacura","13132","1313203","23",1,5,31
"Las Condes","13114","1313204","23",0,1,13
"Vitacura","13132","1313204","23",3,7,73
"Las Condes","13114","1313205","23",0,5,26
"Vitacura","13132","1313205","23",0,4,37
"Puente Alto","13201","1320101","23",0,1,6
"La Florida","13110","1320102","23",0,1,7
"Puente Alto","13201","1320102","23",0,4,51
"Puente Alto","13201","1320103","23",0,7,61
"Puente Alto","13201","1320104","23",0,0,2
"Puente Alto","13201","1320105","23",0,1,11
"Puente Alto","13201","1320107","23",0,1,8
"Puente Alto","13201","1320108","23",0,5,24
"Puente Alto","13201","1320109","23",0,0,3
"Puente Alto","13201","1320110","23",0,2,23
"Puente Alto","13201","1320111","23",0,1,5
"Puente Alto","13201","1320112","23",0,2,21
"Puente Alto","13201","1320113","23",0,1,11
"Puente Alto","13201","1320114","23",0,4,28
"Puente Alto","13201","1320115","23",1,2,15
"Puente Alto","13201","1320116","23",1,1,12
"Puente Alto","13201","1320117","23",0,2,28
"Puente Alto","13201","1320118","23",0,1,7
"Puente Alto","13201","1320119","23",0,1,18
"Pirque","13202","1320201","23",0,1,12
"Pirque","13202","1320202","23",0,0,2
"San José de Maipo","13203","1320301","23",0,0,2
"San José de Maipo","13203","1320303","23",0,0,7
"Colina","13301","1330101","23",3,9,43
"Colina","13301","1330102","23",0,7,52
"Colina","13301","1330103","23",0,4,16
"Colina","13301","1330106","23",1,11,35
"Lampa","13302","1330201","23",0,0,18
"Lampa","13302","1330202","23",0,0,2
"Lampa","13302","1330203","23",0,0,10
"Lampa","13302","1330204","23",0,2,9
"San Bernardo","13401","1340101","23",0,4,25
"San Bernardo","13401","1340102","23",0,2,3
"San Bernardo","13401","1340104","23",0,2,13
"San Bernardo","13401","1340105","23",0,3,8
"San Bernardo","13401","1340106","23",0,2,11
"San Bernardo","13401","1340107","23",0,0,2
"San Bernardo","13401","1340108","23",0,1,16
"San Bernardo","13401","1340109","23",0,0,4
"San Bernardo","13401","1340110","23",0,1,6
"San Bernardo","13401","1340113","23",0,0,5
"San Bernardo","13401","1340114","23",1,4,33
"Buin","13402","1340201","23",1,7,28
"Buin","13402","1340202","23",0,1,18
"Buin","13402","1340203","23",0,0,18
"Buin","13402","1340204","23",0,1,6
"Calera de Tango","13403","1340301","23",0,1,3
"Calera de Tango","13403","1340302","23",0,0,9
"Calera de Tango","13403","1340304","23",0,1,4
"Paine","13404","1340401","23",0,0,2
"Paine","13404","1340404","23",0,1,3
"Paine","13404","1340406","23",0,2,11
"Paine","13404","1340408","23",0,2,7
"Melipilla","13501","1350102","23",0,4,31
"Melipilla","13501","1350112","23",0,0,2
"Curacaví","13503","1350301","23",0,0,2
"Curacaví","13503","1350306","23",1,1,28
"Curacaví","13503","1350308","23",0,0,7
"San Pedro","13505","1350502","23",0,0,8
"Talagante","13601","1360101","23",0,0,6
"Talagante","13601","1360102","23",0,0,2
"Talagante","13601","1360104","23",0,0,3
"El Monte","13602","1360201","23",0,1,5
"El Monte","13602","1360202","23",0,0,4
"El Monte","13602","1360203","23",1,1,6
"Isla de Maipo","13603","1360302","23",0,2,7
"Padre Hurtado","13604","1360401","23",0,0,6
"Calera de Tango","13403","1360403","23",0,1,2
"Padre Hurtado","13604","1360403","23",0,0,10
"Padre Hurtado","13604","1360404","23",0,2,9
"Peñaflor","13605","1360501","23",0,0,7
"Peñaflor","13605","1360502","23",2,5,16
"Peñaflor","13605","1360503","23",0,1,34
"Valdivia","14101","1410101","23",0,0,2
"Valdivia","14101","1410102","23",0,1,7
"Valdivia","14101","1410103","23",0,0,2
"Valdivia","14101","1410104","23",0,1,10
"Valdivia","14101","1410105","23",0,3,9
"Valdivia","14101","1410106","23",0,1,9
"Valdivia","14101","1410108","23",0,2,55
"Valdivia","14101","1410117","23",0,1,11
"Los Lagos","14104","1410405","23",0,0,2
"Mariquina","14106","1410601","23",0,0,10
"Panguipulli","14108","1410801","23",0,0,4
"Panguipulli","14108","1410805","23",0,0,9
"Futrono","14202","1420201","23",1,1,5
"Río Bueno","14204","1420401","23",0,1,6
"Arica","15101","1510103","23",1,3,36
"Arica","15101","1510104","23",0,0,3
"Arica","15101","1510106","23",0,1,4
"Arica","15101","1510112","23",1,3,30
"Arica","15101","1510118","23",0,0,3
"Arica","15101","1510119","23",0,0,7
"Chillán","16101","1610102","23",1,1,6
"Chillán","16101","1610103","23",0,2,7
"Chillán","16101","1610104","23",0,0,6
"Chillán","16101","1610113","23",0,2,15
"Chillán","16101","1610114","23",0,2,24
"Chillán","16101","1610115","23",4,5,33
"Chillán","16101","1610116","23",1,0,9
"Chillán","16101","1610117","23",0,0,6
"Chillán Viejo","16103","1610304","23",0,1,12
"El Carmen","16104","1610407","23",0,1,6
"Cobquecura","16202","1620202","23",0,0,2
"Coelemu","16203","1620303","23",0,2,11
"San Carlos","16301","1630101","23",0,0,3
"San Carlos","16301","1630103","23",0,0,4
"Antofagasta","2101","210101","23",0,5,35
"Antofagasta","2101","210102","23",0,1,12
"Antofagasta","2101","210103","23",0,4,26
"Antofagasta","2101","210104","23",0,0,8
"Antofagasta","2101","210106","23",0,2,18
"Antofagasta","2101","210107","23",0,6,14
"Antofagasta","2101","210108","23",0,3,14
"Antofagasta","2101","210109","23",0,2,25
"Antofagasta","2101","210110","23",0,2,11
"Antofagasta","2101","210114","23",0,1,1
"Antofagasta","2101","210115","23",0,1,2
"Antofagasta","2101","210116","23",1,1,5
"Antofagasta","2101","210117","23",0,0,9
"Antofagasta","2101","210118","23",0,0,3
"Calama","2201","220101","23",1,1,12
"Calama","2201","220105","23",0,0,4
"Calama","2201","220106","23",0,0,8
"Calama","2201","220107","23",2,3,15
"Calama","2201","220110","23",0,1,5
"Calama","2201","220114","23",0,1,4
"Tocopilla","2301","230101","23",1,3,12
"Copiapó","3101","310101","23",0,1,5
"Copiapó","3101","310104","23",0,1,2
"Copiapó","3101","310106","23",0,0,5
"Copiapó","3101","310107","23",0,0,5
"Copiapó","3101","310111","23",1,2,9
"Copiapó","3101","310121","23",1,1,3
"Copiapó","3101","310123","23",0,0,1
"Copiapó","3101","310124","23",0,0,9
"Diego de Almagro","3202","320201","23",0,0,2
"Vallenar","3301","330102","23",0,0,10
"Vallenar","3301","330105","23",0,4,7
"La Serena","4101","410103","23",0,0,6
"La Serena","4101","410104","23",0,3,17
"La Serena","4101","410105","23",0,7,53
"Coquimbo","4102","410105","23",0,0,2
"La Serena","4101","410106","23",0,1,19
"La Serena","4101","410114","23",0,2,8
"La Serena","4101","410115","23",0,1,8
"Coquimbo","4102","410202","23",0,0,4
"Coquimbo","4102","410203","23",0,0,2
"Coquimbo","4102","410204","23",0,1,12
"Coquimbo","4102","410205","23",0,8,51
"Coquimbo","4102","410206","23",0,3,8
"Coquimbo","4102","410208","23",0,0,13
"Coquimbo","4102","410209","23",0,1,17
"Coquimbo","4102","410217","23",0,3,17
"Coquimbo","4102","410218","23",0,0,10
"Andacollo","4103","410301","23",0,0,8
"Illapel","4201","420109","23",0,0,3
"Los Vilos","4203","420301","23",0,0,2
"Salamanca","4204","420401","23",0,0,8
"Ovalle","4301","430101","23",0,2,10
"Ovalle","4301","430102","23",0,1,13
"Ovalle","4301","430103","23",0,0,7
"Ovalle","4301","430107","23",0,0,11
"Punitaqui","4304","430401","23",0,0,5
"Valparaíso","5101","510101","23",0,2,10
"Valparaíso","5101","510102","23",0,3,9
"Valparaíso","5101","510103","23",0,0,2
"Valparaíso","5101","510106","23",0,0,9
"Valparaíso","5101","510107","23",0,0,3
"Valparaíso","5101","510108","23",0,0,11
"Valparaíso","5101","510109","23",0,2,12
"Valparaíso","5101","510110","23",0,0,10
"Valparaíso","5101","510112","23",0,3,9
"Valparaíso","5101","510114","23",0,1,7
"Valparaíso","5101","510116","23",0,0,1
"Valparaíso","5101","510117","23",0,0,5
"Valparaíso","5101","510118","23",0,0,9
"Valparaíso","5101","510119","23",1,3,36
"Valparaíso","5101","510120","23",0,1,6
"Valparaíso","5101","510121","23",0,5,60
"Valparaíso","5101","510122","23",0,0,5
"Valparaíso","5101","510126","23",1,1,14
"Casablanca","5102","510201","23",0,2,8
"Casablanca","5102","510209","23",0,0,4
"Concón","5103","510301","23",0,6,43
"Viña del Mar","5109","510301","23",0,0,2
"Puchuncaví","5105","510508","23",1,1,5
"Quintero","5107","510701","23",0,0,7
"Quintero","5107","510703","23",0,0,4
"Viña del Mar","5109","510901","23",1,3,27
"Viña del Mar","5109","510902","23",0,0,7
"Viña del Mar","5109","510903","23",0,4,22
"Concón","5103","510904","23",0,1,3
"Viña del Mar","5109","510904","23",3,11,69
"Viña del Mar","5109","510905","23",0,1,9
"Viña del Mar","5109","510906","23",0,1,4
"Viña del Mar","5109","510907","23",0,1,15
"Viña del Mar","5109","510908","23",1,4,21
"Viña del Mar","5109","510909","23",0,0,7
"Viña del Mar","5109","510910","23",1,1,39
"Viña del Mar","5109","510911","23",0,6,41
"Viña del Mar","5109","510912","23",0,0,4
"Viña del Mar","5109","510915","23",0,1,18
"Viña del Mar","5109","510916","23",0,0,8
"Viña del Mar","5109","510917","23",0,1,6
"Viña del Mar","5109","510918","23",0,0,2
"Viña del Mar","5109","510919","23",0,0,4
"Viña del Mar","5109","510921","23",0,0,13
"Isla de Pascua","5201","520101","23",0,1,5
"Los Andes","5301","530101","23",0,1,5
"Los Andes","5301","530102","23",0,1,24
"Los Andes","5301","530106","23",0,1,16
"San Esteban","5304","530405","23",0,0,2
"San Esteban","5304","530407","23",0,1,4
"San Esteban","5304","530409","23",0,1,2
"La Ligua","5401","540101","23",0,0,2
"La Ligua","5401","540113","23",0,1,2
"Zapallar","5405","540502","23",0,0,2
"Quillota","5501","550102","23",0,0,1
"Quillota","5501","550103","23",0,0,3
"Quillota","5501","550104","23",0,6,27
"Quillota","5501","550105","23",0,1,10
"Quillota","5501","550112","23",1,2,2
"Hijuelas","5503","550303","23",0,0,2
"La Cruz","5504","550405","23",0,1,2
"Nogales","5506","550603","23",1,0,3
"San Antonio","5601","560101","23",0,0,20
"San Antonio","5601","560103","23",0,1,2
"San Antonio","5601","560104","23",0,1,12
"San Antonio","5601","560105","23",1,2,10
"Algarrobo","5602","560201","23",0,1,9
"Algarrobo","5602","560203","23",0,0,3
"Cartagena","5603","560301","23",0,0,5
"El Quisco","5604","560401","23",0,2,15
"El Tabo","5605","560501","23",0,0,6
"El Tabo","5605","560502","23",0,2,7
"Santo Domingo","5606","560601","23",0,2,6
"San Felipe","5701","570101","23",0,2,13
"San Felipe","5701","570102","23",0,0,5
"Putaendo","5705","570501","23",0,0,5
"Quilpué","5801","580101","23",0,1,5
"Quilpué","5801","580102","23",0,2,16
"Quilpué","5801","580108","23",0,0,4
"Quilpué","5801","580109","23",1,2,4
"Quilpué","5801","580110","23",0,1,21
"Quilpué","5801","580111","23",0,0,9
"Quilpué","5801","580112","23",0,10,53
"Limache","5802","580201","23",0,4,20
"Limache","5802","580207","23",1,0,2
"Olmué","5803","580301","23",0,0,3
"Olmué","5803","580302","23",0,1,5
"Villa Alemana","5804","580402","23",1,5,30
"Villa Alemana","5804","580403","23",0,4,20
"Villa Alemana","5804","580404","23",1,3,13
"Villa Alemana","5804","580405","23",0,2,7
"Villa Alemana","5804","580408","23",0,0,9
"Rancagua","6101","610104","23",0,0,4
"Rancagua","6101","610105","23",0,2,4
"Rancagua","6101","610106","23",0,1,9
"Rancagua","6101","610108","23",0,3,17
"Rancagua","6101","610109","23",0,1,11
"Rancagua","6101","610110","23",0,1,13
"Rancagua","6101","610111","23",0,1,7
"Rancagua","6101","610115","23",0,3,18
"Rancagua","6101","610117","23",1,2,8
"Coinco","6103","610302","23",0,0,3
"Doñihue","6105","610501","23",0,1,8
"Graneros","6106","610601","23",0,0,6
"Machalí","6108","610801","23",0,0,1
"Machalí","6108","610802","23",1,5,36
"Machalí","6108","610803","23",0,3,34
"Malloa","6109","610903","23",0,0,8
"Mostazal","6110","611002","23",0,0,3
"Olivar","6111","611102","23",0,2,6
"Rengo","6115","611504","23",1,5,23
"Rengo","6115","611511","23",0,1,2
"Pichilemu","6201","620101","23",0,1,8
"San Fernando","6301","630101","23",1,6,36
"San Fernando","6301","630111","23",0,1,4
"San Fernando","6301","630112","23",0,0,3
"San Fernando","6301","630113","23",0,1,9
"Chimbarongo","6303","630306","23",0,0,6
"Chimbarongo","6303","630311","23",0,0,4
"Santa Cruz","6310","631001","23",0,0,9
"Santa Cruz","6310","631002","23",0,3,9
"Talca","7101","710102","23",0,0,4
"Talca","7101","710106","23",0,1,7
"Talca","7101","710107","23",0,1,12
"Talca","7101","710108","23",0,1,6
"Talca","7101","710111","23",0,3,25
"Talca","7101","710112","23",0,0,6
"Talca","7101","710113","23",0,3,20
"Talca","7101","710114","23",0,0,7
"Constitución","7102","710203","23",0,0,4
"Talca","7101","710505","23",0,2,7
"Maule","7105","710505","23",0,2,16
"Pelluhue","7203","720301","23",0,1,6
"Curicó","7301","730103","23",3,8,35
"Curicó","7301","730104","23",0,1,7
"Curicó","7301","730105","23",0,1,13
"Curicó","7301","730107","23",0,1,19
"Curicó","7301","730110","23",1,5,25
"Curicó","7301","730111","23",0,0,6
"Molina","7304","730401","23",0,1,8
"Romeral","7306","730601","23",0,2,2
"Teno","7308","730801","23",0,0,4
"Linares","7401","740104","23",0,0,2
"Linares","7401","740106","23",2,3,16
"Longaví","7403","740301","23",0,0,2
"Parral","7404","740402","23",0,2,12
"Parral","7404","740403","23",0,0,2
"Yerbas Buenas","7408","740806","23",0,0,2
"Concepción","8101","810101","23",0,1,4
"Concepción","8101","810102","23",0,3,10
"Concepción","8101","810104","23",0,0,6
"Concepción","8101","810108","23",2,3,11
"Concepción","8101","810110","23",0,0,3
"Concepción","8101","810111","23",0,1,11
"Concepción","8101","810112","23",1,4,30
"Concepción","8101","810113","23",0,3,28
"Concepción","8101","810114","23",0,0,7
"Concepción","8101","810116","23",0,4,32
"Concepción","8101","810121","23",0,2,10
"Concepción","8101","810122","23",0,0,3
"Concepción","8101","810126","23",0,0,6
"Concepción","8101","810127","23",1,3,6
"Concepción","8101","810132","23",0,1,5
"Coronel","8102","810204","23",0,2,14
"Coronel","8102","810206","23",0,0,3
"Coronel","8102","810208","23",0,0,3
"Chiguayante","8103","810301","23",0,1,6
"Chiguayante","8103","810302","23",0,1,9
"Chiguayante","8103","810303","23",0,3,21
"Chiguayante","8103","810304","23",1,4,8
"Chiguayante","8103","810305","23",1,0,7
"Hualqui","8105","810501","23",0,1,5
"Lota","8106","810603","23",0,0,4
"Talcahuano","8110","811003","23",1,1,6
"Talcahuano","8110","811009","23",0,0,2
"Talcahuano","8110","811010","23",0,0,4
"Talcahuano","8110","811014","23",2,2,18
"Talcahuano","8110","811015","23",0,0,2
"Hualpén","8112","811015","23",0,2,6
"Talcahuano","8110","811017","23",1,1,5
"Tomé","8111","811103","23",0,0,1
"Hualpén","8112","811201","23",0,0,2
"Hualpén","8112","811204","23",0,0,2
"Hualpén","8112","811205","23",0,0,2
"Hualpén","8112","811206","23",1,2,11
"Lebu","8201","820101","23",1,0,2
"Cañete","8203","820301","23",0,1,3
"Los Ángeles","8301","830102","23",0,3,29
"Los Ángeles","8301","830103","23",0,1,9
"Los Ángeles","8301","830104","23",0,0,12
"Los Ángeles","8301","830117","23",0,1,4
"Los Ángeles","8301","830120","23",0,0,10
"Los Ángeles","8301","830121","23",0,1,8
"Laja","8304","830401","23",0,0,6
"Temuco","9101","910101","23",0,3,19
"Temuco","9101","910102","23",1,4,28
"Temuco","9101","910103","23",0,0,2
"Temuco","9101","910105","23",0,0,6
"Temuco","9101","910106","23",2,6,17
"Temuco","9101","910107","23",0,0,5
"Temuco","9101","910108","23",0,1,8
"Temuco","9101","910109","23",3,3,30
"Temuco","9101","910110","23",0,1,27
"Temuco","9101","910111","23",0,2,7
"Temuco","9101","910116","23",0,0,3
"Temuco","9101","910117","23",0,3,21
"Temuco","9101","910118","23",0,2,32
"Temuco","9101","910119","23",0,3,20
"Carahue","9102","910202","23",0,0,2
"Cunco","9103","910301","23",0,0,5
"Curarrehue","9104","910401","23",0,0,2
"Freire","9105","910501","23",0,1,9
"Gorbea","9107","910704","23",0,0,3
"Lautaro","9108","910801","23",0,0,3
"Pitrufquén","9114","911402","23",0,1,3
"Pucón","9115","911502","23",1,1,4
"Teodoro Schmidt","9117","911705","23",0,0,1
"Villarrica","9120","912001","23",0,1,12
"Villarrica","9120","912003","23",1,2,7
"Villarrica","9120","912004","23",1,1,7
"Villarrica","9120","912007","23",0,1,4
"Angol","9201","920115","23",0,0,7
"Traiguén","9210","921001","23",0,0,3
"Victoria","9211","921104","23",0,0,6
"Puerto Montt","10101","0000000","24",1,1,11
"Castro","10201","0000000","24",0,0,2
"Osorno","10301","0000000","24",0,0,6
"Iquique","1101","0000000","24",0,0,3
"Alto Hospicio","1107","0000000","24",0,0,5
"Coyhaique","11101","0000000","24",0,0,1
"Punta Arenas","12101","0000000","24",0,0,4
"Santiago","13101","0000000","24",0,1,16
"El Bosque","13105","0000000","24",0,0,2
"Huechuraba","13107","0000000","24",0,0,3
